fileid;commit_hash;modified;file_modified;CBO;WMC;DIT;NOC;RFC;LCOM;LOC;Type1;Type2;Type3;Type4;Type5;Type
266;176d36654;0;0;3.542;12.665;1.447;0.112;10.581;27;8551;1;0;0;0;0;Type1
267;d3b3dbb29;814;1;3.533;12.678;1.444;0.111;10.6;27;8602;0;1;0;0;0;Type2
268;7816ee3f1;0;0;3.536;12.67;1.447;0.112;10.575;27;8553;1;0;0;0;0;Type1
269;65e0d8b54;0;0;3.533;12.672;1.444;0.111;10.589;27;8600;1;0;0;0;0;Type1
270;d71f2738;0;0;3.533;12.672;1.444;0.111;10.589;27;8600;1;0;0;0;0;Type1
271;4c3de2663;4;1;3.533;12.672;1.444;0.111;10.589;27;8600;1;0;0;0;0;Type1
272;8ee35d0c5;2;1;3.435;12.255;1.435;0.109;10.234;26;8511;1;0;0;0;0;Type1
273;9191442ae;0;0;3.435;12.255;1.435;0.109;10.234;26;8511;1;0;0;0;0;Type1
274;1d6e710ea;0;0;3.462;12.39;1.44;0.11;10.302;27;8505;1;0;0;0;0;Type1
275;42b07f033;0;0;3.489;12.5;1.444;0.111;10.367;27;8485;1;0;0;0;0;Type1
276;9166828bf;81;2;3.435;12.266;1.435;0.109;10.234;26;8517;1;0;0;0;0;Type1
277;f6546aea4;0;0;3.478;12.324;1.44;0.11;10.33;26;8446;1;0;0;0;0;Type1
278;94b16a550;0;0;3.546;11.049;1.432;0.108;10.049;26;7793;1;0;0;0;0;Type1
279;365b0bdc9;113;10;3.47;11.204;1.442;0.11;10.127;26;7689;1;0;0;0;0;Type1
280;9ddb72b51;3;1;3.478;12.324;1.44;0.11;10.33;26;8446;1;0;0;0;0;Type1
281;17598368a;6;1;3.478;12.324;1.44;0.11;10.33;26;8446;1;0;0;0;0;Type1
282;67b65ddd7;1146;12;3.435;12.266;1.435;0.109;10.234;26;8517;0;0;1;0;0;Type3
283;4af81a;0;0;3.546;11.07;1.432;0.108;10.049;26;7804;1;0;0;0;0;Type1
284;ab7b7351f;4;1;3.546;11.07;1.432;0.108;10.049;26;7804;1;0;0;0;0;Type1
285;de671f7e3;22;5;3.546;11.07;1.432;0.108;10.049;26;7804;1;0;0;0;0;Type1
286;4bf40fc23;15;4;3.559;11.059;1.43;0.108;10.043;26;7855;1;0;0;0;0;Type1
287;56e034928;63;4;4.461;16.261;1.55;0.1;15.744;79;12684;1;0;0;0;0;Type1
288;8a1e6c8a9;78;1;3.548;11.043;1.43;0.108;10.027;26;7841;1;0;0;0;0;Type1
289;a3eae13e5;0;0;3.548;11.043;1.43;0.108;10.027;26;7841;1;0;0;0;0;Type1
290;9c1fd0d74;34;6;3.548;11.043;1.43;0.108;10.027;26;7841;1;0;0;0;0;Type1
291;4bc93e5d5;0;0;3.548;11.054;1.43;0.108;10.038;26;7848;1;0;0;0;0;Type1
292;606aaee66;3;1;3.548;11.054;1.43;0.108;10.038;26;7848;1;0;0;0;0;Type1
293;4748e9df5;15;4;3.548;11.054;1.43;0.108;10.038;26;7847;1;0;0;0;0;Type1
294;5490b96f2;8;1;3.559;11.059;1.43;0.108;10.043;26;7853;1;0;0;0;0;Type1
295;24c9f8c27;0;0;3.559;11.075;1.43;0.108;10.07;26;7874;1;0;0;0;0;Type1
296;a48906e0;0;0;3.559;11.059;1.43;0.108;10.043;26;7856;1;0;0;0;0;Type1
297;5933a7e8d;4;1;3.559;11.059;1.43;0.108;10.048;26;7856;1;0;0;0;0;Type1
298;1b7574a8b;28;2;3.559;11.059;1.43;0.108;10.048;26;7856;1;0;0;0;0;Type1
299;b0cb2c4e5;0;0;3.561;11.059;1.433;0.107;10.08;26;7915;1;0;0;0;0;Type1
300;e37557194;6;1;4.467;16.144;1.522;0.1;15.644;65;12619;1;0;0;0;0;Type1
301;b77f5f731;0;0;3.561;11.048;1.433;0.107;10.053;26;7908;1;0;0;0;0;Type1
302;a859cfb9f;0;0;3.561;11.048;1.433;0.107;10.053;26;7908;1;0;0;0;0;Type1
303;e55d4145d;9;1;3.565;11.081;1.43;0.108;10.081;26;7892;1;0;0;0;0;Type1
304;0b8e7922b;12;1;3.565;11.081;1.43;0.108;10.075;26;7878;1;0;0;0;0;Type1
305;0cb6b48e2;4;1;3.561;11.096;1.433;0.107;10.102;27;7947;1;0;0;0;0;Type1
306;bede6967d;25;1;3.561;11.091;1.433;0.107;10.102;27;7939;1;0;0;0;0;Type1
307;1bd1c14d8;4;1;3.561;11.096;1.433;0.107;10.102;27;7947;1;0;0;0;0;Type1
308;3ecaf665a;0;0;3.561;11.096;1.433;0.107;10.102;27;7947;1;0;0;0;0;Type1
309;587590968;4;1;3.561;11.096;1.433;0.107;10.102;27;7947;1;0;0;0;0;Type1
310;3c982759;0;0;3.561;11.091;1.433;0.107;10.102;27;7939;1;0;0;0;0;Type1
311;e33bd78a1;31;2;3.561;11.091;1.433;0.107;10.102;27;7939;1;0;0;0;0;Type1
312;455fecff1;18;1;3.561;11.102;1.433;0.107;10.102;27;7951;1;0;0;0;0;Type1
313;9b8a26e32;0;0;3.561;11.102;1.433;0.107;10.102;27;7951;1;0;0;0;0;Type1
314;0a6841d9b;106;3;3.561;11.102;1.433;0.107;10.102;27;7951;1;0;0;0;0;Type1
315;bef09e4d0;12;1;3.561;11.102;1.433;0.107;10.134;27;7935;1;0;0;0;0;Type1
316;d7fdc0a;0;0;3.561;11.102;1.433;0.107;10.134;27;7935;1;0;0;0;0;Type1
317;9ab0ea6e4;0;0;3.561;11.102;1.433;0.107;10.107;27;7953;1;0;0;0;0;Type1
318;aef835b45;81;2;3.561;11.102;1.433;0.107;10.107;27;7953;1;0;0;0;0;Type1
319;138628c0;0;0;3.561;11.112;1.433;0.107;10.128;27;7943;1;0;0;0;0;Type1
320;54971e451;12;1;4.453;15.994;1.497;0.101;15.637;66;12378;1;0;0;0;0;Type1
321;2f4485d06;31;3;3.561;11.102;1.433;0.107;10.134;27;7935;1;0;0;0;0;Type1
322;e097439ea;0;0;4.429;16;1.516;0.109;15.853;66;12640;1;0;0;0;0;Type1
323;5a35be06d;395;7;3.617;12.016;1.451;0.109;11.047;28;8759;1;0;0;0;0;Type1
324;6848614ce;0;0;3.561;11.123;1.433;0.107;10.134;27;7957;1;0;0;0;0;Type1
325;ffff480e9;0;0;3.561;11.123;1.433;0.107;10.134;27;7957;1;0;0;0;0;Type1
326;4813e573;0;0;4.543;16.486;1.531;0.114;16.36;68;12568;1;0;0;0;0;Type1
327;7d5442b05;148;1;3.561;11.134;1.433;0.107;10.155;27;7954;1;0;0;0;0;Type1
328;4e1458b1;0;0;4.543;16.497;1.531;0.114;16.383;68;12571;1;0;0;0;0;Type1
329;bc05c40aa;283;4;3.561;11.123;1.433;0.107;10.134;27;7957;1;0;0;0;0;Type1
330;88e801941;0;0;4.453;15.928;1.492;0.099;15.646;65;12485;1;0;0;0;0;Type1
331;8c60054af;139;4;3.561;11.144;1.433;0.107;10.166;27;7961;1;0;0;0;0;Type1
332;505ff17d4;37;2;3.542;10.995;1.426;0.105;10.116;27;7994;1;0;0;0;0;Type1
333;bf1275a8a;0;0;3.615;11.896;1.448;0.104;11;28;8700;1;0;0;0;0;Type1
334;9e81ab67b;0;0;3.615;11.896;1.448;0.104;11;28;8700;1;0;0;0;0;Type1
335;f255319f9;0;0;3.615;11.896;1.448;0.104;11;28;8700;1;0;0;0;0;Type1
336;6a62bf2a6;44;1;3.615;11.896;1.448;0.104;11;28;8700;1;0;0;0;0;Type1
337;5fbf9621f;0;0;3.545;11.005;1.45;0.105;10.272;27;8068;1;0;0;0;0;Type1
338;5d3e4c185;37;2;3.545;11.005;1.45;0.105;10.272;27;8068;1;0;0;0;0;Type1
339;ac568f44;0;0;3.542;10.995;1.426;0.105;10.116;27;7994;1;0;0;0;0;Type1
340;8e76fb87d;13;2;3.545;11.005;1.45;0.105;10.272;27;8068;1;0;0;0;0;Type1
341;380b147da;0;0;3.545;10.979;1.45;0.105;10.257;27;8055;1;0;0;0;0;Type1
342;5ebce32ea;0;0;3.545;10.979;1.45;0.105;10.257;27;8055;1;0;0;0;0;Type1
343;6558afa21;0;0;3.545;10.979;1.45;0.105;10.257;27;8055;1;0;0;0;0;Type1
344;ee006271d;9;1;3.545;10.979;1.45;0.105;10.257;27;8055;1;0;0;0;0;Type1
345;db75e677d;43;3;3.542;10.995;1.426;0.105;10.116;27;7994;1;0;0;0;0;Type1
346;ea55a2ed;0;0;3.611;12.026;1.451;0.109;11.067;28;8773;1;0;0;0;0;Type1
347;a05c67275;0;0;3.609;11.891;1.448;0.104;10.995;28;8692;1;0;0;0;0;Type1
348;08d4fde5;0;0;3.611;12.026;1.451;0.109;11.067;28;8773;1;0;0;0;0;Type1
349;62e5e0186;0;0;3.611;11.995;1.451;0.109;11.036;28;8754;1;0;0;0;0;Type1
350;5b1d866d;0;0;3.611;11.99;1.451;0.109;11.036;28;8754;1;0;0;0;0;Type1
351;b844011c1;97;2;3.611;12.026;1.451;0.109;11.067;28;8773;1;0;0;0;0;Type1
352;ecb4eaf86;426;3;3.579;11.959;1.467;0.107;11.117;28;8952;1;0;0;0;0;Type1
353;e15ba64ee;510;4;3.587;12.015;1.469;0.107;11.168;28;8943;1;0;0;0;0;Type1
354;b8b1dc232;22;1;3.611;12.005;1.451;0.109;11.041;29;8755;1;0;0;0;0;Type1
355;1d8fbd4b5;97;2;3.611;12.026;1.451;0.109;11.067;28;8773;1;0;0;0;0;Type1
356;8e2c3c777;4;1;3.579;11.964;1.467;0.107;11.117;28;8955;1;0;0;0;0;Type1
357;9a01e3067;0;0;3.579;11.959;1.467;0.107;11.117;28;8952;1;0;0;0;0;Type1
358;4de75025;0;0;3.579;11.959;1.467;0.107;11.117;28;8952;1;0;0;0;0;Type1
359;d02cdfdb0;0;0;3.561;11.929;1.465;0.106;11.076;28;8967;1;0;0;0;0;Type1
360;8079a7cf4;0;0;3.561;11.929;1.465;0.106;11.076;28;8967;1;0;0;0;0;Type1
361;afecb819a;266;3;3.561;11.929;1.465;0.106;11.076;28;8967;1;0;0;0;0;Type1
362;43743bb1a;12;1;3.561;11.929;1.465;0.106;11.076;28;8967;1;0;0;0;0;Type1
363;40c8c067b;18;1;3.58;12.02;1.465;0.11;11.15;29;9105;1;0;0;0;0;Type1
364;1af21b223;18;1;3.58;12.025;1.465;0.11;11.165;29;9112;1;0;0;0;0;Type1
365;bf3fc880a;26;2;3.58;12.025;1.465;0.11;11.165;29;9112;1;0;0;0;0;Type1
366;a906f2328;0;0;3.656;11.914;1.45;0.105;11.507;28;9470;1;0;0;0;0;Type1
367;09e2fedf5;14;1;3.656;11.914;1.45;0.105;11.507;28;9470;1;0;0;0;0;Type1
368;f61cbb48b;8;1;3.656;11.904;1.45;0.105;11.493;28;9460;1;0;0;0;0;Type1
369;5d388e164;0;0;3.757;12.29;1.448;0.105;11.9;28;9781;1;0;0;0;0;Type1
370;43f33d822;9;1;3.656;11.914;1.45;0.105;11.507;28;9476;1;0;0;0;0;Type1
371;28e8eb41;0;0;3.656;11.914;1.45;0.105;11.507;28;9470;1;0;0;0;0;Type1
372;59dfede5a;26;2;3.735;12.246;1.445;0.104;11.91;28;9800;1;0;0;0;0;Type1
373;50cacc175;72;3;3.757;12.295;1.448;0.105;11.9;28;9784;1;0;0;0;0;Type1
374;e45f07d50;78;1;3.881;12.234;1.436;0.101;12.142;27;10227;1;0;0;0;0;Type1
375;6b9048751;5;1;3.865;12.194;1.428;0.099;12.23;27;10468;1;0;0;0;0;Type1
376;d304c45dd;5;1;3.865;12.198;1.428;0.099;12.234;27;10475;1;0;0;0;0;Type1
377;f605d1d99;0;0;3.879;12.161;1.426;0.099;12.274;26;10493;1;0;0;0;0;Type1
378;649bc6d77;2;1;3.87;12.17;1.426;0.099;12.278;26;10493;1;0;0;0;0;Type1
379;7fa355a70;95;3;3.87;12.157;1.426;0.099;12.278;26;10493;1;0;0;0;0;Type1
380;96e0ee2a6;0;0;3.87;12.157;1.426;0.099;12.278;26;10498;1;0;0;0;0;Type1
381;4cb72ceb9;92;2;3.87;12.157;1.426;0.099;12.278;26;10498;1;0;0;0;0;Type1
382;43d855c28;0;0;3.87;12.157;1.426;0.099;12.278;26;10498;1;0;0;0;0;Type1
383;57bff44d0;0;0;3.87;12.157;1.426;0.099;12.278;26;10500;1;0;0;0;0;Type1
384;f906d45de;0;0;3.883;11.97;1.422;0.1;12.326;26;10713;1;0;0;0;0;Type1
385;01735420e;0;0;3.883;11.991;1.422;0.1;12.365;26;10733;1;0;0;0;0;Type1
386;94d1829b8;11;1;3.883;11.991;1.422;0.1;12.365;26;10733;1;0;0;0;0;Type1
387;9c850c36e;4;1;3.883;11.987;1.422;0.1;12.357;26;10728;1;0;0;0;0;Type1
388;5b84aef30;104;3;3.887;12.074;1.42;0.1;12.446;26;10841;1;0;0;0;0;Type1
389;3c59f235;0;0;3.883;11.991;1.422;0.1;12.365;26;10733;1;0;0;0;0;Type1
390;de8fcc9eb;0;0;3.885;11.916;1.425;0.097;12.323;26;10430;1;0;0;0;0;Type1
391;9421e1ceb;5;2;3.885;11.916;1.425;0.097;12.323;26;10430;1;0;0;0;0;Type1
392;fc8f84f06;71;2;3.885;11.916;1.425;0.097;12.323;26;10430;1;0;0;0;0;Type1
393;fd79bfe8;0;0;3.872;11.929;1.425;0.097;12.31;26;10453;1;0;0;0;0;Type1
394;f511c2451;23;1;3.872;11.929;1.425;0.097;12.31;26;10453;1;0;0;0;0;Type1
395;3872f5d31;1;1;3.881;11.925;1.425;0.097;12.305;26;10451;1;0;0;0;0;Type1
396;aa654ba24;48;2;3.876;11.951;1.425;0.097;12.319;26;10468;1;0;0;0;0;Type1
397;688c406cb;0;0;3.876;11.951;1.425;0.097;12.372;26;10474;1;0;0;0;0;Type1
398;5c7b8e658;0;0;3.876;11.951;1.425;0.097;12.372;26;10474;1;0;0;0;0;Type1
399;417857ee4;35;1;3.876;11.947;1.425;0.097;12.367;26;10469;1;0;0;0;0;Type1
400;9af0eee33;35;1;3.876;11.947;1.425;0.097;12.319;26;10469;1;0;0;0;0;Type1
401;1ce64955;0;0;3.876;11.951;1.425;0.097;12.372;26;10474;1;0;0;0;0;Type1
402;28ad89d69;0;0;3.876;11.942;1.425;0.097;12.376;26;10465;1;0;0;0;0;Type1
403;635de0197;0;0;3.876;11.951;1.425;0.097;12.372;26;10474;1;0;0;0;0;Type1
404;fe96ab9f4;18;2;3.876;11.956;1.425;0.097;12.394;26;10478;1;0;0;0;0;Type1
405;421508268;5;1;3.881;11.951;1.425;0.097;12.385;26;10478;1;0;0;0;0;Type1
406;a51723fe7;4;1;3.885;12.009;1.423;0.097;12.427;26;10569;1;0;0;0;0;Type1
407;3d3fc0899;0;0;3.881;11.951;1.425;0.097;12.385;26;10478;1;0;0;0;0;Type1
408;97ed16261;10;2;3.881;11.951;1.425;0.097;12.385;26;10478;1;0;0;0;0;Type1
409;7d78a9c07;73;7;3.876;11.956;1.425;0.097;12.394;26;10478;1;0;0;0;0;Type1
410;5ceca65fe;0;0;3.885;12.04;1.423;0.097;12.427;26;10573;1;0;0;0;0;Type1
411;320dcef67;0;0;3.885;12.04;1.423;0.097;12.427;26;10573;1;0;0;0;0;Type1
412;67e32ff8f;6;1;3.885;12.04;1.423;0.097;12.427;26;10573;1;0;0;0;0;Type1
413;152aa595e;55;1;3.885;12.057;1.423;0.097;12.445;26;10589;1;0;0;0;0;Type1
414;eb732def4;36;1;3.885;12.057;1.423;0.097;12.449;26;10590;1;0;0;0;0;Type1
415;2e80ee5bb;209;3;3.878;12.013;1.419;0.096;12.428;26;10653;1;0;0;0;0;Type1
416;2b75aec6a;36;1;3.912;12.088;1.425;0.101;12.496;26;10661;1;0;0;0;0;Type1
417;10e8480d3;2;1;4.797;16.184;1.519;0.099;17.392;59;14776;1;0;0;0;0;Type1
418;0fb04b318;2;1;3.878;12.013;1.419;0.096;12.428;26;10653;1;0;0;0;0;Type1
419;d0bd09c8d;0;0;3.878;12.013;1.419;0.096;12.428;26;10653;1;0;0;0;0;Type1
420;20ddeb0fe;38;1;3.87;11.991;1.417;0.096;12.404;26;10692;1;0;0;0;0;Type1
421;9729b1b06;63;2;3.857;11.987;1.417;0.096;12.391;26;10678;1;0;0;0;0;Type1
422;13d8fa4dd;0;0;3.869;12.009;1.419;0.096;12.402;26;10646;1;0;0;0;0;Type1
423;73e857fda;41;5;4.788;16.184;1.519;0.099;17.382;59;14773;1;0;0;0;0;Type1
424;1862827c2;16;1;3.845;11.901;1.421;0.103;12.296;25;10765;1;0;0;0;0;Type1
425;907af81ff;0;0;3.845;11.893;1.421;0.103;12.296;25;10756;1;0;0;0;0;Type1
426;2747fddd1;66;2;3.845;11.888;1.421;0.103;12.296;25;10753;1;0;0;0;0;Type1
427;d5a047694;0;0;3.854;11.927;1.421;0.103;12.361;25;10779;1;0;0;0;0;Type1
428;a1e223ad6;50;1;3.845;11.927;1.421;0.103;12.305;25;10778;1;0;0;0;0;Type1
429;d0d9dfcfa;0;0;3.845;11.927;1.421;0.103;12.305;25;10778;1;0;0;0;0;Type1
430;7e9f19c43;50;1;3.845;11.901;1.421;0.103;12.296;25;10765;1;0;0;0;0;Type1
431;bfeb99497;2;1;3.873;11.983;1.424;0.102;12.411;25;10951;1;0;0;0;0;Type1
432;6855e9188;10;2;4.753;16.091;1.521;0.105;17.365;58;15116;1;0;0;0;0;Type1
433;4f3415279;0;0;3.873;12.017;1.424;0.102;12.424;25;10971;1;0;0;0;0;Type1
434;aaebb0a4d;6;2;3.873;12.004;1.422;0.101;12.515;26;10999;1;0;0;0;0;Type1
435;f9c80816a;2;1;3.873;11.996;1.422;0.101;12.489;26;10992;1;0;0;0;0;Type1
436;1e074cce4;0;0;3.873;11.996;1.422;0.101;12.489;26;10992;1;0;0;0;0;Type1
437;66117a5;0;0;3.873;11.996;1.422;0.101;12.489;26;10992;1;0;0;0;0;Type1
438;422c111d8;21;1;3.992;12.175;1.467;0.106;13.199;24;11753;1;0;0;0;0;Type1
439;055cfc8df;0;0;3.992;12.041;1.471;0.107;13.119;24;11553;1;0;0;0;0;Type1
440;6715f41c0;18;1;3.992;12.041;1.471;0.107;13.119;24;11553;1;0;0;0;0;Type1
441;ab14c63f5;0;0;3.992;12.041;1.471;0.107;13.115;24;11555;1;0;0;0;0;Type1
442;6c2a94e;0;0;3.992;12.041;1.471;0.107;13.115;24;11555;1;0;0;0;0;Type1
443;d2bac8659;66;1;3.988;12.016;1.469;0.106;13.078;24;11576;1;0;0;0;0;Type1
444;9e4243bc7;2504;23;4.921;15.952;1.559;0.106;17.78;55;15638;0;0;0;0;1;Type5
445;f57b90c1;0;0;3.984;11.988;1.471;0.107;13.025;24;11494;1;0;0;0;0;Type1
446;6558c0654;1;1;3.992;12.025;1.471;0.107;13.082;24;11533;1;0;0;0;0;Type1
447;8725bb1e;0;0;3.992;12.025;1.471;0.107;13.102;24;11538;1;0;0;0;0;Type1
448;a3ba935a5;0;0;3.866;12.055;1.42;0.101;12.529;26;11075;1;0;0;0;0;Type1
449;957331299;83;1;3.861;12.021;1.42;0.101;12.466;25;11052;1;0;0;0;0;Type1
450;8c176e742;0;0;3.878;12.059;1.422;0.101;12.506;26;11040;1;0;0;0;0;Type1
451;f9e1dbd48;0;0;3.878;12.059;1.422;0.101;12.506;26;11040;1;0;0;0;0;Type1
452;98d5ff79e;1304;21;3.878;12.059;1.422;0.101;12.506;26;11040;0;0;1;0;0;Type3
453;f3d8ba219;48;1;3.984;11.959;1.471;0.107;13.016;24;11473;1;0;0;0;0;Type1
454;31284feb9;878;18;3.992;12.025;1.471;0.107;13.098;24;11536;0;1;0;0;0;Type2
455;2d367e757;35;1;3.996;11.836;1.471;0.107;12.971;24;11394;1;0;0;0;0;Type1
456;5c3a771e;0;0;3.996;11.873;1.471;0.107;12.98;24;11412;1;0;0;0;0;Type1
457;d70900e5a;16;1;3.988;11.906;1.471;0.107;12.988;24;11434;1;0;0;0;0;Type1
458;dd5c1787f;217;2;3.988;11.91;1.471;0.107;12.996;24;11439;1;0;0;0;0;Type1
459;86d20b872;569;19;3.996;11.836;1.471;0.107;12.971;24;11394;0;1;0;0;0;Type2
460;7e17b5c31;917;21;3.963;12.163;1.467;0.102;13.187;25;11712;0;1;0;0;0;Type2
461;07903b858;0;0;3.908;12.092;1.424;0.105;12.559;25;11122;1;0;0;0;0;Type1
462;05be1480d;0;0;3.908;12.092;1.424;0.105;12.559;25;11122;1;0;0;0;0;Type1
463;7c089c96d;0;0;3.908;12.118;1.424;0.105;12.559;25;11137;1;0;0;0;0;Type1
464;fd0476726;0;0;3.903;12.118;1.424;0.105;12.626;26;11153;1;0;0;0;0;Type1
465;ed30cd7b5;0;0;3.903;12.118;1.424;0.105;12.626;26;11153;1;0;0;0;0;Type1
466;015f658d1;0;0;3.996;12.193;1.43;0.102;13.152;25;11659;1;0;0;0;0;Type1
467;1387ed31;0;0;3.996;12.184;1.43;0.102;13.16;25;11658;1;0;0;0;0;Type1
468;4e77a7c3;0;0;3.996;11.709;1.471;0.107;12.91;24;11307;1;0;0;0;0;Type1
469;74e5228a0;4;1;4.982;15.761;1.58;0.111;17.951;51;15491;1;0;0;0;0;Type1
470;b28f1a479;0;0;3.996;11.709;1.471;0.107;12.914;24;11308;1;0;0;0;0;Type1
471;2b9483b6e;0;0;4.016;12.22;1.467;0.102;13.199;25;11763;1;0;0;0;0;Type1
472;91f18dff2;0;0;3.996;12.176;1.463;0.102;13.143;25;11646;1;0;0;0;0;Type1
473;71eb3c3ab;0;0;3.996;12.18;1.463;0.102;13.152;25;11651;1;0;0;0;0;Type1
474;563713081;95;9;3.971;11.959;1.469;0.102;13.008;24;11506;1;0;0;0;0;Type1
475;e2fec88f5;132;4;3.976;12;1.469;0.102;13.069;24;11554;1;0;0;0;0;Type1
476;08ad60032;20;4;3.996;12.029;1.469;0.102;13.122;24;11578;1;0;0;0;0;Type1
477;4fa57be5;0;0;3.976;11.951;1.469;0.102;13.004;24;11497;1;0;0;0;0;Type1
478;9215c0667;48;4;4.004;12.037;1.469;0.102;13.135;24;11586;1;0;0;0;0;Type1
479;4659c6f98;12;2;4.004;12.045;1.469;0.102;13.143;25;11599;1;0;0;0;0;Type1
480;59ec660c9;250;8;4.004;12.041;1.469;0.102;13.139;24;11594;1;0;0;0;0;Type1
481;6398cde1;0;0;3.971;11.959;1.469;0.102;13;24;11506;1;0;0;0;0;Type1
482;3d4799591;20;5;3.971;11.955;1.469;0.102;13;24;11503;1;0;0;0;0;Type1
483;82d3985f6;5;1;3.971;11.955;1.469;0.102;13;24;11503;1;0;0;0;0;Type1
484;f5f478ced;0;0;3.971;11.959;1.469;0.102;13;24;11506;1;0;0;0;0;Type1
485;2893c2d64;250;11;3.971;11.959;1.469;0.102;13;24;11506;1;0;0;0;0;Type1
486;243fc6876;28;3;4.012;12.261;1.469;0.102;13.294;25;11767;1;0;0;0;0;Type1
487;de412656e;10;2;4;12.041;1.469;0.102;13.139;25;11602;1;0;0;0;0;Type1
488;8e4ce4cfd;10;2;4.004;12.045;1.469;0.102;13.143;25;11599;1;0;0;0;0;Type1
489;7a535d9c4;4;1;4.004;12.045;1.469;0.102;13.143;25;11605;1;0;0;0;0;Type1
490;8d995d73f;62;5;4.004;12.049;1.469;0.102;13.143;25;11602;1;0;0;0;0;Type1
491;5d88f09a;0;0;4.012;12.282;1.469;0.102;13.302;25;11792;1;0;0;0;0;Type1
492;baa8a6e8a;0;0;4.004;12.053;1.469;0.102;13.147;25;11608;1;0;0;0;0;Type1
493;1a7eaaf8b;2;1;3.967;12.033;1.467;0.102;13.111;25;11537;1;0;0;0;0;Type1
494;9c583829d;2;1;3.967;12.053;1.467;0.102;13.123;25;11543;1;0;0;0;0;Type1
495;28c85493;0;0;3.967;12.074;1.467;0.102;13.143;25;11556;1;0;0;0;0;Type1
496;f47165db6;2;1;3.975;12.266;1.467;0.102;13.262;25;11730;1;0;0;0;0;Type1
497;2ddbf0133;0;0;3.975;12.27;1.467;0.102;13.262;25;11737;1;0;0;0;0;Type1
498;723393227;10;1;3.988;12.365;1.467;0.102;13.357;25;11809;1;0;0;0;0;Type1
499;fa0678f5b;12;1;3.984;12.348;1.467;0.102;13.332;25;11794;1;0;0;0;0;Type1
500;e731fe026;0;0;4.92;16.498;1.56;0.107;18.329;57;15927;1;0;0;0;0;Type1
501;d8470e59f;0;0;3.988;12.381;1.467;0.102;13.344;25;11821;1;0;0;0;0;Type1
502;4c6d2f4a8;7;1;3.976;12.256;1.467;0.106;13.22;25;11812;1;0;0;0;0;Type1
503;b5223cc57;0;0;3.971;11.56;1.473;0.095;12.733;23;11142;1;0;0;0;0;Type1
504;84ede60df;5;1;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
505;7d27c43ff;5;1;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
506;821ee53d4;0;0;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
507;92723791;0;0;3.967;11.56;1.473;0.095;12.724;23;11142;1;0;0;0;0;Type1
508;58e2e68d;0;0;3.967;11.56;1.473;0.095;12.728;23;11142;1;0;0;0;0;Type1
509;ec2e9a642;29;9;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
510;46dfd7603;0;0;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
511;bd7e76533;20;6;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
512;72a1d928b;2;1;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
513;4d579f765;4;2;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
514;fca863f32;0;0;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
515;53e456936;0;0;4.956;15.664;1.58;0.097;17.73;49;15440;1;0;0;0;0;Type1
516;0def10443;2;1;3.967;11.56;1.473;0.095;12.733;23;11142;1;0;0;0;0;Type1
517;5c097c03;0;0;3.967;11.56;1.473;0.095;12.728;23;11142;1;0;0;0;0;Type1
518;8b5a900ae;0;0;3.967;11.564;1.473;0.095;12.733;23;11143;1;0;0;0;0;Type1
519;4e8423852;7;2;4.956;15.695;1.58;0.097;17.743;49;15461;1;0;0;0;0;Type1
520;af7005321;49;3;4;11.741;1.473;0.088;12.891;23;11102;1;0;0;0;0;Type1
521;650840381;6;1;4;11.728;1.473;0.088;12.891;23;11095;1;0;0;0;0;Type1
522;363777f0;0;0;3.983;11.538;1.471;0.088;12.664;22;10900;1;0;0;0;0;Type1
523;8eae64181;177;1;3.983;11.534;1.471;0.088;12.655;22;10896;1;0;0;0;0;Type1
524;5b690b9b9;32;3;4;11.749;1.473;0.088;12.9;23;11117;1;0;0;0;0;Type1
525;611ed081b;181;1;4;11.655;1.471;0.088;12.815;22;11002;1;0;0;0;0;Type1
526;d115f44a3;4;1;3.983;11.542;1.471;0.088;12.668;22;10905;1;0;0;0;0;Type1
527;3f7463176;89;2;3.979;11.536;1.469;0.088;12.678;22;10948;1;0;0;0;0;Type1
528;894b1abd8;793;19;4.023;11.954;1.465;0.097;13.677;23;10407;0;1;0;0;0;Type2
529;4266b3a70;0;0;4.032;12.073;1.472;0.101;13.697;24;10522;1;0;0;0;0;Type1
530;ba302ee9;0;0;3.975;11.517;1.471;0.092;12.688;21;10980;1;0;0;0;0;Type1
531;4d6385ab6;1453;22;3.983;11.517;1.471;0.092;12.63;22;10881;0;0;1;0;0;Type3
532;492553cde;744;19;4.037;12.096;1.472;0.101;13.761;24;10542;0;1;0;0;0;Type2
533;5f12bb9a3;0;0;3.992;11.564;1.47;0.093;12.729;22;10841;1;0;0;0;0;Type1
